"","BIOME_NAME","BIOME_NUM","ISO3","COUNTRY","sum"
"181","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"ERI","Eritrea",43766.7140451421
"182","Montane Grasslands & Shrublands",10,"ERI","Eritrea",168382.462339473
"183","Deserts & Xeric Shrublands",13,"ERI","Eritrea",200.04165791894
"184","Tropical & Subtropical Moist Broadleaf Forests",1,"ETH","Ethiopia",939987.463505554
"185","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"ETH","Ethiopia",3507541.14062215
"186","Montane Grasslands & Shrublands",10,"ETH","Ethiopia",10117730.9381995
"187","Deserts & Xeric Shrublands",13,"ETH","Ethiopia",825411.062803622
"188","Tropical & Subtropical Moist Broadleaf Forests",1,"KEN","Kenya",2148304.15005061
"189","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"KEN","Kenya",3397264.71515813
"190","Tropical & Subtropical Moist Broadleaf Forests",1,"KEN","Kenya",128.32345519828
"191","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"KEN","Kenya",128.32345519828
"192","Montane Grasslands & Shrublands",10,"KEN","Kenya",9298.05449236758
"193","Tropical & Subtropical Moist Broadleaf Forests",1,"MDG","Madagascar",992897.236639103
"194","Tropical & Subtropical Dry Broadleaf Forests",2,"MDG","Madagascar",529210.404926958
"195","Montane Grasslands & Shrublands",10,"MDG","Madagascar",22453.1693573112
"196","Deserts & Xeric Shrublands",13,"MDG","Madagascar",348564.615471103
"197","Tropical & Subtropical Moist Broadleaf Forests",1,"MWI","Malawi",321.227485619064
"198","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"MWI","Malawi",2194924.5684386
"199","Montane Grasslands & Shrublands",10,"MWI","Malawi",8719.67600424228
"200","Tropical & Subtropical Moist Broadleaf Forests",1,"MOZ","Mozambique",627585.212193518
"201","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"MOZ","Mozambique",3017691.79413435
"202","Montane Grasslands & Shrublands",10,"MOZ","Mozambique",49722.8711660617
"203","Tropical & Subtropical Moist Broadleaf Forests",1,"RWA","Rwanda",628966.497567521
"204","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"RWA","Rwanda",267064.361042427
"205","Montane Grasslands & Shrublands",10,"RWA","Rwanda",24.9965375171856
"206","Tropical & Subtropical Moist Broadleaf Forests",1,"SYC","Seychelles",0
"207","Deserts & Xeric Shrublands",13,"SYC","Seychelles",0
"208","Tropical & Subtropical Moist Broadleaf Forests",1,"SOM","Somalia",469603.044190814
"209","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SOM","Somalia",449161.006312615
"210","Deserts & Xeric Shrublands",13,"SOM","Somalia",918.709923483001
"211","Deserts & Xeric Shrublands",13,"ATF","French Southern Territories",0
"212","Tropical & Subtropical Moist Broadleaf Forests",1,"TZA","Tanzania",388597.996817795
"213","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"TZA","Tanzania",12410167.9440609
"214","Montane Grasslands & Shrublands",10,"TZA","Tanzania",212622.991511206
"215","Tropical & Subtropical Moist Broadleaf Forests",1,"UGA","Uganda",578128.28892341
"216","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"UGA","Uganda",4808158.29563137
"217","Montane Grasslands & Shrublands",10,"UGA","Uganda",6.6413232170075
"218","Tropical & Subtropical Dry Broadleaf Forests",2,"ZMB","Zambia",13038.1199044624
"219","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"ZMB","Zambia",3868972.99299235
"220","Montane Grasslands & Shrublands",10,"ZMB","Zambia",91.0355335920983
"221","Tropical & Subtropical Moist Broadleaf Forests",1,"ZWE","Zimbabwe",2745.85932309101
"222","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"ZWE","Zimbabwe",4331400.0900674
"223","Montane Grasslands & Shrublands",10,"ZWE","Zimbabwe",67861.9206391665
"224","Deserts & Xeric Shrublands",13,"ZWE","Zimbabwe",0
"225","Tropical & Subtropical Dry Broadleaf Forests",2,"CPV","Cape Verde",0
"226","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"BFA","Burkina Faso",3779548.5127765
"227","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"GMB","Gambia",260739.214323429
"228","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"GNB","Guinea-Bissau",36302.1865159159
"229","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SEN","Senegal",2556866.87014548
"230","Tropical & Subtropical Moist Broadleaf Forests",1,"BEN","Benin",2706.57670180784
"231","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"BEN","Benin",1608860.81959515
"232","Tropical & Subtropical Moist Broadleaf Forests",1,"CIV","Côte d'Ivoire",239748.321090754
"233","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"CIV","Côte d'Ivoire",938501.785433427
"234","Tropical & Subtropical Moist Broadleaf Forests",1,"GHA","Ghana",132581.75237562
"235","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"GHA","Ghana",2608139.05922065
"236","Tropical & Subtropical Moist Broadleaf Forests",1,"GIN","Guinea",34526.5937010813
"237","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"GIN","Guinea",283532.799742229
"238","Tropical & Subtropical Moist Broadleaf Forests",1,"LBR","Liberia",578.774038805721
"239","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"LBR","Liberia",0
"240","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"MLI","Mali",4664956.47869971
"241","Deserts & Xeric Shrublands",13,"MLI","Mali",0
"242","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"MRT","Mauritania",11416.5750307045
"243","Deserts & Xeric Shrublands",13,"MRT","Mauritania",0
"244","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"NER","Niger",201476.867153215
"245","Deserts & Xeric Shrublands",13,"NER","Niger",0
"246","Tropical & Subtropical Moist Broadleaf Forests",1,"NGA","Nigeria",204740.171316723
"247","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"NGA","Nigeria",23531171.5217438
"248","Montane Grasslands & Shrublands",10,"NGA","Nigeria",308781.12569629
"249","Temperate Grasslands, Savannas & Shrublands",8,"SHN","Saint Helena",0
"250","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SHN","Saint Helena",0
"251","Tropical & Subtropical Moist Broadleaf Forests",1,"SLE","Sierra Leone",15016.3214720498
"252","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SLE","Sierra Leone",4456.70129894718
"253","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"TGO","Togo",1097197.37327704
"254","Tropical & Subtropical Moist Broadleaf Forests",1,"TGO","Togo",7014.77257937052
"255","Mediterranean Forests, Woodlands & Scrub",12,"DZA","Algeria",1236826.93103544
"256","Deserts & Xeric Shrublands",13,"DZA","Algeria",0.294997021484375
"257","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"DZA","Algeria",0
"258","Temperate Conifer Forests",5,"DZA","Algeria",146072.660513122
"259","Mediterranean Forests, Woodlands & Scrub",12,"EGY","Egypt",163899.082414837
"260","Deserts & Xeric Shrublands",13,"EGY","Egypt",284602.945320562
"261","Mediterranean Forests, Woodlands & Scrub",12,"ESH","Western Sahara",0
"262","Deserts & Xeric Shrublands",13,"ESH","Western Sahara",0
"263","Deserts & Xeric Shrublands",13,"LBY","Libya",0
"264","Mediterranean Forests, Woodlands & Scrub",12,"LBY","Libya",20076.8898967124
"265","Temperate Conifer Forests",5,"MAR","Morocco",95350.4056079635
"266","Montane Grasslands & Shrublands",10,"MAR","Morocco",2613.78145619101
"267","Mediterranean Forests, Woodlands & Scrub",12,"MAR","Morocco",2763981.57347009
"268","Deserts & Xeric Shrublands",13,"MAR","Morocco",9.70449940795898
"269","Tropical & Subtropical Moist Broadleaf Forests",1,"SDN","Sudan",10194.7642649095
"270","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SDN","Sudan",12690535.4465932
"271","Montane Grasslands & Shrublands",10,"SDN","Sudan",0
"272","Deserts & Xeric Shrublands",13,"SDN","Sudan",42187.5488119046
"273","Temperate Conifer Forests",5,"TUN","Tunisia",83341.9184843456
"274","Mediterranean Forests, Woodlands & Scrub",12,"TUN","Tunisia",422271.166691823
"275","Deserts & Xeric Shrublands",13,"TUN","Tunisia",0.196506417930453
"276","Deserts & Xeric Shrublands",13,"BWA","Botswana",5538.20231856033
"277","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"BWA","Botswana",177552.66811802
"278","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"LSO","Lesotho",67963.5059860343
"279","Montane Grasslands & Shrublands",10,"LSO","Lesotho",166921.900750192
"280","Deserts & Xeric Shrublands",13,"NAM","Namibia",10882.2670296368
"281","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"NAM","Namibia",209646.970746796
"282","Tropical & Subtropical Moist Broadleaf Forests",1,"SWZ","Swaziland",30819.8955292668
"283","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"SWZ","Swaziland",64133.2766016985
"284","Montane Grasslands & Shrublands",10,"SWZ","Swaziland",8667.70998862341
"285","Tropical & Subtropical Moist Broadleaf Forests",1,"ZAF","South Africa",186008.424090091
"286","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"ZAF","South Africa",1208740.71515109
"287","Montane Grasslands & Shrublands",10,"ZAF","South Africa",3686702.92217886
"288","Mediterranean Forests, Woodlands & Scrub",12,"ZAF","South Africa",1104933.2629135
"289","Deserts & Xeric Shrublands",13,"ZAF","South Africa",384033.64150482
"290","Temperate Broadleaf & Mixed Forests",4,"BLR","Belarus",5661247.66537398
"291","Temperate Broadleaf & Mixed Forests",4,"HUN","Hungary",4571986.9630078
"292","Temperate Broadleaf & Mixed Forests",4,"BGR","Bulgaria",3651814.48331072
"293","Mediterranean Forests, Woodlands & Scrub",12,"BGR","Bulgaria",406.243478092856
"294","Temperate Grasslands, Savannas & Shrublands",8,"BGR","Bulgaria",44576.1659128455
"295","Temperate Broadleaf & Mixed Forests",4,"CZE","Czech Republic",2649545.64433814
"296","Temperate Conifer Forests",5,"CZE","Czech Republic",2592.89550263566
"297","Temperate Broadleaf & Mixed Forests",4,"MDA","Moldova",1344045.69053896
"298","Temperate Grasslands, Savannas & Shrublands",8,"MDA","Moldova",520485.239330327
"299","Temperate Broadleaf & Mixed Forests",4,"POL","Poland",11732840.513695
"300","Temperate Conifer Forests",5,"POL","Poland",175010.29270519
"301","Temperate Broadleaf & Mixed Forests",4,"ROU","Romania",5845867.00140351
"302","Temperate Conifer Forests",5,"ROU","Romania",79139.321644536
"303","Temperate Grasslands, Savannas & Shrublands",8,"ROU","Romania",1598999.30007778
"304","Temperate Broadleaf & Mixed Forests",4,"RUS","Russia",29191541.3009747
"305","Temperate Grasslands, Savannas & Shrublands",8,"RUS","Russia",50894855.0799208
"306","Temperate Conifer Forests",5,"RUS","Russia",110945.753006529
"307","Montane Grasslands & Shrublands",10,"RUS","Russia",310.119382489014
"308","Deserts & Xeric Shrublands",13,"RUS","Russia",58991.6519114238
"309","Temperate Broadleaf & Mixed Forests",4,"SVK","Slovakia",1243982.15721903
"310","Temperate Conifer Forests",5,"SVK","Slovakia",93871.2181499827
"311","Temperate Broadleaf & Mixed Forests",4,"UKR","Ukraine",14894175.6166094
"312","Temperate Conifer Forests",5,"UKR","Ukraine",422389.95957853
"313","Temperate Grasslands, Savannas & Shrublands",8,"UKR","Ukraine",17314577.9090426
"314","Temperate Broadleaf & Mixed Forests",4,"GGY","Guernsey",185.657310154836
"315","Temperate Broadleaf & Mixed Forests",4,"IMN","Isle of Man",6428.90406458529
"316","Temperate Broadleaf & Mixed Forests",4,"JEY","Jersey",3402.11970627221
"317","Temperate Broadleaf & Mixed Forests",4,"BEL","Belgium",902540.476039846
"318","Temperate Broadleaf & Mixed Forests",4,"LUX","Luxembourg",51480.3895536858
"319","Temperate Broadleaf & Mixed Forests",4,"NLD","Netherlands",882351.656670266
"320","Mediterranean Forests, Woodlands & Scrub",12,"MCO","Monaco",1.10485390014648
"321","Temperate Broadleaf & Mixed Forests",4,"AUT","Austria",1193309.44728127
"322","Temperate Conifer Forests",5,"AUT","Austria",47652.0280707023
"323","Temperate Broadleaf & Mixed Forests",4,"CHE","Switzerland",262287.494480039
"324","Temperate Conifer Forests",5,"CHE","Switzerland",8908.40625074192
"325","Temperate Broadleaf & Mixed Forests",4,"DEU","Germany",12067984.6404376
